City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
110,port alfred,-33.5906,26.891,18.99,90,27,1.79,ZA,1675297185
111,lebu,-37.6167,-73.65,14.23,81,0,9.62,CL,1675297111
112,pochutla,15.7432,-96.4661,28.9,59,10,2.43,MX,1675297186
113,amalapuram,16.5833,82.0167,20.08,82,93,2.06,IN,1675297187
114,saint-augustin,51.226,-58.6502,-21.71,91,64,1.53,CA,1675297187
115,lagoa,39.05,-27.9833,13.69,70,38,2.91,PT,1675297188
116,carnarvon,-24.8667,113.6333,27.26,71,66,4.7,AU,1675297189
117,raudeberg,61.9875,5.1352,-0.07,73,65,3.03,NO,1675297190
118,atuona,-9.8,-139.0333,25.93,77,80,7.15,PF,1675296946
119,oranjestad,12.524,-70.027,24.95,84,40,7.2,AW,1675297191
120,soto la marina,23.7667,-98.2167,16.02,64,67,2.14,MX,1675297192
121,balkanabat,39.5108,54.3671,5.07,83,6,1.24,TM,1675297192
122,lazaro cardenas,17.9583,-102.2,26.84,58,4,3.13,MX,1675297193
123,isangel,-19.55,169.2667,29.1,72,29,1.85,VU,1675297193
124,aksu,41.1231,80.2644,-10.89,88,42,1.96,CN,1675297187
125,luanda,-8.8368,13.2343,26.0,83,40,4.63,AO,1675297194
126,kaitangata,-46.2817,169.8464,25.45,57,48,1.22,NZ,1675297194
127,victor harbor,-35.5667,138.6167,13.71,69,79,9.67,AU,1675297017
128,chokurdakh,70.6333,147.9167,-23.13,98,100,0.98,RU,1675297195
129,guye,39.7333,118.4167,-5.19,31,100,1.15,CN,1675297196
130,umba,66.6871,34.3429,-12.33,97,95,2.01,RU,1675297196
131,chuy,-33.6971,-53.4616,22.08,82,31,4.24,UY,1675297197
132,trebukhiv,50.4843,30.903,2.18,93,99,4.67,UA,1675297197
133,tiksi,71.6872,128.8694,-27.2,98,99,4.02,RU,1675297198
134,iqaluit,63.7506,-68.5145,-30.17,55,75,2.57,CA,1675297198
135,narasimharajapura,13.6167,75.5167,18.26,71,90,1.79,IN,1675297199
136,cidreira,-30.1811,-50.2056,24.84,87,1,3.58,BR,1675297199
137,krasnogorsk,55.8225,37.3181,-0.86,86,100,4.0,RU,1675297200
138,tasiilaq,65.6145,-37.6368,-6.91,75,100,12.96,GL,1675297201
139,oksfjord,70.2396,22.3479,-1.9,83,98,1.25,NO,1675297202
140,san patricio,28.017,-97.5169,4.35,89,100,4.9,US,1675297203
141,pitimbu,-7.4706,-34.8086,27.33,75,11,4.09,BR,1675297204
142,hermanus,-34.4187,19.2345,17.67,82,76,2.71,ZA,1675297205
143,avarua,-21.2078,-159.775,24.03,94,100,3.09,CK,1675297206
144,saint-philippe,-21.3585,55.7679,22.77,84,49,2.59,RE,1675297208
145,nikolskoye,59.7035,30.7861,-1.06,95,100,2.75,RU,1675297210
146,narsaq,60.9167,-46.05,-6.88,93,100,1.66,GL,1675297211
147,dong hoi,17.4833,106.6,20.35,92,86,2.18,VN,1675297212
148,taoudenni,22.6783,-3.9836,14.35,19,60,5.23,ML,1675297212
149,turan,16.0678,108.2208,21.99,88,75,1.03,VN,1675297214
150,barrow,71.2906,-156.7887,-21.99,77,0,9.77,US,1675297214
151,baghdad,33.3406,44.4009,8.95,76,0,4.63,IQ,1675297185
152,conroe,30.3119,-95.456,4.23,95,100,3.6,US,1675296918
153,kloulklubed,7.0419,134.2556,27.28,79,100,10.15,PW,1675297216
154,pokaran,26.9167,71.9167,14.25,34,0,2.87,IN,1675297217
155,juarez,31.7333,-106.4833,11.45,45,20,3.58,MX,1675297164
156,airai,-8.9266,125.4092,17.7,92,100,1.13,TL,1675297219
157,maceio,-9.6658,-35.7353,24.69,88,75,1.54,BR,1675297001
158,impfondo,1.6381,18.0667,22.11,79,44,1.61,CG,1675297220
159,blagoyevo,63.3667,47.9167,-6.23,95,96,3.36,RU,1675297221
160,torbay,47.6666,-52.7314,-10.69,83,40,1.54,CA,1675297222
161,jiazi,22.8779,116.067,17.31,84,28,7.93,CN,1675297223
162,zarubino,42.63,131.0922,-10.46,69,1,7.1,RU,1675297225
163,belaya gora,68.5333,146.4167,-27.59,99,98,1.03,RU,1675297225
164,san andres,12.5847,-81.7006,27.01,69,20,8.75,CO,1675297226
165,charqueada,-22.5097,-47.7781,21.3,93,100,2.52,BR,1675297229
166,tuktoyaktuk,69.4541,-133.0374,-37.0,67,75,1.54,CA,1675297230
167,chicama,-7.8447,-79.1469,22.3,65,42,2.79,PE,1675297231
168,olafsvik,64.8945,-23.7142,-0.36,68,100,8.1,IS,1675297232
169,victoria,22.2855,114.1577,21.25,85,25,0.89,HK,1675297081
170,boden,65.8252,21.6886,-5.0,94,98,2.38,SE,1675297235
171,aurillac,44.9167,2.45,-0.17,90,0,2.57,FR,1675297235
172,dingle,10.9995,122.6711,25.5,89,63,4.48,PH,1675297236
173,isla mujeres,21.2311,-86.731,26.03,75,14,4.07,MX,1675297237
174,andenes,69.3143,16.1194,-1.71,93,20,3.09,NO,1675297237
175,ancud,-41.8697,-73.8203,14.45,73,56,2.64,CL,1675297238
176,inta,66.0317,60.1659,-4.61,89,92,8.59,RU,1675297238
177,klaksvik,62.2266,-6.589,-0.49,64,87,2.34,FO,1675297239
178,sabha,27.0377,14.4283,8.68,52,2,2.98,LY,1675297239
179,alta floresta,-9.8756,-56.0861,22.24,95,25,1.27,BR,1675297240
180,ukiah,39.1502,-123.2078,15.8,43,0,3.09,US,1675297240
181,mangrol,21.1167,70.1167,19.42,35,79,5.28,IN,1675297240
182,saldanha,-33.0117,17.9442,17.03,90,1,6.99,ZA,1675297242
183,pimenta bueno,-11.6725,-61.1936,23.41,90,68,1.13,BR,1675296953
184,iguape,-24.7081,-47.5553,25.06,83,90,1.4,BR,1675297148
185,namatanai,-3.6667,152.4333,29.07,66,98,3.12,PG,1675297243
186,yarkovo,57.4028,67.0786,-10.04,95,97,1.97,RU,1675297243
187,bredasdorp,-34.5322,20.0403,19.29,73,92,1.68,ZA,1675297244
188,hualmay,-11.0964,-77.6139,22.78,78,68,3.95,PE,1675297245
189,nuuk,64.1835,-51.7216,-12.29,66,9,2.68,GL,1675297245
190,hirara,24.8,125.2833,20.15,88,75,8.23,JP,1675297246
191,mitsamiouli,-11.3847,43.2844,27.31,77,86,2.63,KM,1675297246
192,half moon bay,37.4636,-122.4286,15.97,48,0,0.0,US,1675297246
193,vostok,46.4856,135.8833,-20.04,94,100,3.22,RU,1675297247
194,port lincoln,-34.7333,135.8667,17.14,72,96,11.04,AU,1675297247
195,hede,33.7681,120.2517,1.78,54,99,4.41,CN,1675297249
196,abu samrah,35.3029,37.1841,5.4,88,88,10.0,SY,1675297250
197,clyde river,70.4692,-68.5914,-35.87,61,75,2.06,CA,1675297250
198,soller,39.7662,2.7152,6.69,80,17,1.9,ES,1675297251
199,srednekolymsk,67.45,153.6833,-32.37,100,97,2.72,RU,1675297251
200,shaghat,39.5625,45.9143,-6.52,86,75,1.2,AM,1675297252
201,blythe,33.6103,-114.5964,19.25,10,0,5.66,US,1675297252
202,severo-kurilsk,50.6789,156.125,-5.14,66,76,1.78,RU,1675297253
203,mizque,-17.941,-65.3402,18.41,68,98,1.59,BO,1675297253
204,kajaani,64.2273,27.7285,-4.97,93,100,2.06,FI,1675297255
205,manokwari,-0.8667,134.0833,27.75,70,88,1.51,ID,1675297255
206,nakamura,32.9833,132.9333,9.37,70,100,0.95,JP,1675297256
207,arlit,18.7369,7.3853,18.39,16,32,3.93,NE,1675297257
208,totness,5.8833,-56.3167,24.13,87,52,4.76,SR,1675297257
209,cortez,37.3489,-108.5859,0.42,46,0,2.57,US,1675297257
210,vostochnyy,55.8167,37.8667,-0.9,95,100,3.61,RU,1675297258
211,muros,42.7762,-9.0603,7.13,85,4,3.13,ES,1675297258
212,buala,-8.145,159.5921,29.39,70,100,3.12,SB,1675297259
213,gat,31.61,34.7642,11.71,100,94,9.14,IL,1675297259
214,north bend,43.4065,-124.2243,12.14,78,0,5.14,US,1675297260
215,zharkent,44.1628,80.0,-7.9,74,74,1.55,KZ,1675297260
216,mehamn,71.0357,27.8492,-0.05,93,100,1.03,NO,1675297260
217,muroto,33.2833,134.15,8.85,73,100,5.7,JP,1675297261
218,plettenberg bay,-34.0527,23.3716,17.89,81,2,1.85,ZA,1675297262
219,manakara,-22.1333,48.0167,21.79,91,91,1.13,MG,1675297264
220,shubarkuduk,49.1447,56.4872,-11.06,82,89,3.49,KZ,1675297265
221,esperance,-33.8667,121.9,17.3,69,84,5.55,AU,1675297060
222,kharan,28.5833,65.4167,12.32,41,0,0.86,PK,1675297266
223,okitipupa,6.5047,4.7839,24.5,93,1,0.82,NG,1675297268
224,littlehampton,50.8069,-0.5378,8.67,86,88,7.28,GB,1675297268
225,taltal,-25.4,-70.4833,21.49,79,54,2.31,CL,1675297269
226,petropavlovsk-kamchatskiy,53.0452,158.6483,-15.67,66,0,5.0,RU,1675297271
227,hilo,19.7297,-155.09,28.49,76,0,5.14,US,1675297273
228,omboue,-1.5746,9.2618,26.21,87,99,1.76,GA,1675297275
229,erenhot,43.6475,111.9767,-12.79,39,36,3.19,CN,1675297277
230,flin flon,54.7682,-101.865,-26.09,53,20,5.14,CA,1675297278
231,itarema,-2.9248,-39.9167,26.07,83,91,5.2,BR,1675297194
232,talnakh,69.4865,88.3972,-12.66,96,100,4.05,RU,1675297280
233,kathu,7.9178,98.3332,22.9,81,91,2.59,TH,1675297281
234,dobryatino,55.5055,41.3195,-5.22,97,100,2.37,RU,1675297282
235,port blair,11.6667,92.75,26.02,78,40,1.03,IN,1675297282
236,caravelas,-17.7125,-39.2481,24.87,83,82,2.69,BR,1675297283
237,leningradskiy,69.3833,178.4167,-22.75,99,85,2.73,RU,1675297284
238,san cristobal,7.7669,-72.225,20.1,84,24,1.13,VE,1675297286
239,sioux lookout,50.1001,-91.917,-20.96,77,20,1.54,CA,1675297289
240,xingyi,24.1877,102.817,8.6,64,8,1.23,CN,1675297291
241,seymchan,62.8833,152.4333,-31.05,98,94,0.11,RU,1675297293
242,fuxin,42.0156,121.6589,-10.25,43,0,1.53,CN,1675297295
243,salalah,17.0151,54.0924,24.05,53,75,1.54,OM,1675297297
244,charters towers,-20.1,146.2667,31.37,47,71,4.16,AU,1675297297
245,laramie,41.3114,-105.5911,-3.28,61,0,0.89,US,1675297265
246,prince rupert,54.3161,-130.3201,7.05,77,100,11.32,CA,1675297224
247,gigmoto,13.7796,124.39,26.1,87,41,5.17,PH,1675297299
248,quibdo,5.6947,-76.6611,23.25,96,76,0.98,CO,1675297299
249,bubaque,11.2833,-15.8333,25.74,67,7,6.11,GW,1675297300
250,tautira,-17.7333,-149.15,28.03,73,55,8.01,PF,1675297300
251,weihai,37.5017,122.1136,-1.27,46,100,6.5,CN,1675297254
252,hasaki,35.7333,140.8333,7.38,41,85,7.18,JP,1675297301
253,vzmorye,54.6961,20.2361,2.22,93,92,5.15,RU,1675297302
254,saskylakh,71.9167,114.0833,-24.43,98,100,3.6,RU,1675297287
255,baturaja,-4.1333,104.1667,23.23,95,99,0.97,ID,1675297034
256,bad munstereifel,50.55,6.7667,6.24,84,99,7.3,DE,1675297303
257,saint-joseph,-21.3667,55.6167,22.21,80,31,3.18,RE,1675297303
258,nome,64.5011,-165.4064,-9.91,92,100,0.0,US,1675297304
259,grindavik,63.8424,-22.4338,0.26,86,100,13.38,IS,1675297304
260,oktyabrskiy,54.4815,53.471,-13.9,91,90,1.3,RU,1675297304
261,dzhebariki-khaya,62.2167,135.8,-32.92,99,100,0.91,RU,1675297305
262,maloy,61.9353,5.1136,0.41,73,48,2.99,NO,1675297305
263,yar-sale,66.8333,70.8333,-11.79,95,72,4.95,RU,1675297306
264,coquimbo,-29.9533,-71.3436,17.85,82,0,3.6,CL,1675297193
265,oyama,36.3,139.8,6.44,23,62,5.52,JP,1675297094
266,albacete,38.8333,-2.0,5.66,87,0,2.57,ES,1675297012
267,kita,13.0349,-9.4895,24.29,15,13,1.96,ML,1675297307
268,kavaratti,10.5669,72.642,26.58,77,76,4.82,IN,1675297308
269,san quintin,30.4833,-115.95,14.59,52,1,2.17,MX,1675297308
270,mahebourg,-20.4081,57.7,25.16,88,40,1.54,MU,1675297275
271,powell,40.1578,-83.0752,-3.33,65,0,2.57,US,1675297144
272,pimentel,-6.8367,-79.9342,26.16,57,0,4.63,PE,1675297021
273,labuhan,-6.8844,112.2051,25.27,86,100,2.63,ID,1675297309
274,sorong,-0.8833,131.25,26.93,83,97,3.28,ID,1675297310
275,poum,-20.2333,164.0167,27.06,62,78,2.85,NC,1675297310
276,monrovia,6.3005,-10.7969,23.87,90,3,2.62,LR,1675297311
277,ust-kan,50.9276,84.761,-13.27,91,77,1.22,RU,1675297294
278,umm lajj,25.0213,37.2685,17.65,49,1,3.47,SA,1675297312
279,berlevag,70.8578,29.0864,-0.03,51,100,6.17,NO,1675297312
280,katherine,-14.4667,132.2667,29.18,74,40,6.69,AU,1675297313
281,yuksekova,37.5736,44.2872,-2.14,100,100,6.69,TR,1675297313
282,nanakuli,21.3906,-158.1547,26.97,61,20,3.6,US,1675297314
283,san angelo,31.4638,-100.437,-0.81,90,100,3.13,US,1675297224
284,grootfontein,-19.5667,18.1167,18.94,88,100,1.69,NA,1675297315
285,fortuna,40.5982,-124.1573,16.07,49,0,0.45,US,1675297212
286,naze,28.3667,129.4833,15.51,83,94,6.15,JP,1675297316
287,carmen,18.6333,-91.8333,26.02,83,0,4.12,MX,1675297316
288,arroyo,41.6096,-4.7969,3.39,82,0,8.23,ES,1675297316
289,manaure,11.7751,-72.4445,25.58,71,68,9.31,CO,1675297317
290,rogers,36.3668,-95.5836,-0.5,61,0,0.0,US,1675297317
291,sao joao da barra,-21.6403,-41.0511,26.05,85,97,6.98,BR,1675297318
292,lorengau,-2.0226,147.2712,29.24,63,98,1.94,PG,1675297319
293,asau,46.4333,26.4,0.51,91,89,3.41,RO,1675297319
294,hobyo,5.3505,48.5268,24.17,70,2,6.41,SO,1675297320
295,matara,5.9485,80.5353,22.86,86,100,2.18,LK,1675297320
296,cayenne,4.9333,-52.3333,24.02,94,100,1.54,GF,1675297321
297,kudahuvadhoo,2.6708,72.8944,26.59,66,70,5.75,MV,1675297322
298,luderitz,-26.6481,15.1594,17.62,78,0,8.81,NA,1675297309
299,deputatskiy,69.3,139.9,-32.1,96,83,2.16,RU,1675297324
300,pacific grove,36.6177,-121.9166,15.62,74,0,4.02,US,1675297325
301,ca mau,9.1769,105.15,24.85,82,100,2.1,VN,1675297326
302,cancun,21.1743,-86.8466,25.96,78,20,2.06,MX,1675297034
303,souillac,-20.5167,57.5167,25.21,88,40,1.54,MU,1675297327
304,ahipara,-35.1667,173.1667,24.01,68,100,3.6,NZ,1675297297
305,torrijos,39.9819,-4.2835,3.93,69,0,3.17,ES,1675297329
306,road town,18.4167,-64.6167,25.05,83,40,3.09,VG,1675297329
307,mae sot,16.7167,98.5667,16.9,67,24,0.46,TH,1675297332
308,odweyne,9.4092,45.064,17.73,67,0,1.18,SO,1675297332
309,havoysund,70.9963,24.6622,-1.87,61,100,4.14,NO,1675297340
310,longyearbyen,78.2186,15.6401,-10.09,62,20,7.72,SJ,1675297342
311,talara,-4.5772,-81.2719,26.42,69,40,2.57,PE,1675297342
312,gillette,44.2911,-105.5022,-2.49,66,0,5.66,US,1675297343
313,esperantinopolis,-4.8667,-44.7083,23.05,97,97,1.36,BR,1675297344
314,hay river,60.8156,-115.7999,-27.01,69,0,2.06,CA,1675297344
315,upernavik,72.7868,-56.1549,-26.8,99,100,2.49,GL,1675297345
316,jizan,17.3333,42.6667,24.52,81,17,1.8,SA,1675297347
317,emerald,-23.5333,148.1667,31.3,66,33,1.22,AU,1675297348
318,norman wells,65.282,-126.8329,-34.98,75,40,1.03,CA,1675297351
319,baykit,61.67,96.37,-22.59,100,100,0.36,RU,1675297355
320,songjianghe,42.1859,127.479,-15.93,92,99,2.12,CN,1675297356
321,east london,-33.0153,27.9116,21.61,82,14,6.9,ZA,1675297356
322,siyabuswa,-25.1132,29.0445,19.47,95,100,2.21,ZA,1675297357
323,geraldton,-28.7667,114.6,32.23,29,0,8.75,AU,1675297357
324,ambilobe,-13.2,49.05,23.61,94,98,0.61,MG,1675297358
325,katobu,-4.9408,122.5276,26.16,87,100,1.69,ID,1675297358
326,jacareacanga,-6.2222,-57.7528,22.81,98,71,1.35,BR,1675297359
